X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y1,Y2,Y3,Y4,Y5
1400,0,77,906,5,924.6,879.7,764.7,648.2,519.7,7.5,15,126.6666667,266.6666667,24
1402,0,77,906,5,924.5,879.7,764.7,648.2,519.1,7.54,15,123.6998514,266.3447251,24
1404,0,77,906,5,924.8,882.8,764.7,648.2,519.1,7.33,15,120.7022677,262.253109,24
1406,0,77,906,5,924.7,882.8,765.5,649.1,519.1,7.18,15,121.5629522,259.406657,24
1408,0,77,906,5,924.4,882.8,765.5,649.1,520,6.85,15.2,131.4487633,253.3568905,24
1410,0,77,906,5,924.4,870,765.5,649.1,520,6.86,15.2,146.3932107,253.5360679,23
1412,0,77,906,5,924.5,870,763.5,649.1,520,6.97,15.2,160.3706344,255.5238774,23
1414,0,77,906,5,924.5,870,763.5,649.1,519.8,7.02,15.2,167.3819742,256.4377682,23
1416,0,77,906,5,924.4,875.7,763.5,649.1,519.8,7.12,15.2,171.8299712,258.2853026,23
1418,0,77,906,5,924.3,875.7,767.5,649.1,519.8,7.22,15.2,168.7227866,260.1596517,23
1420,0,77,906,5,924.2,875.7,767.5,649.1,518.6,7.47,15.1,155.210643,266.075388,23
1422,0,77,906,5,924.2,868,767.5,649.1,518.6,7.55,15.1,150.5576208,267.6579926,24
1424,0,77,906,5,924.9,868,763.9,649.1,518.6,7.63,15,141.3612565,268.1376215,24
1426,0,77,906,5,925.3,868,763.9,650,519.5,7.56,15,131.6964286,266.7410714,24
1428,0,77,906,5,925.5,873.2,763.9,650,519.5,7.28,15,124.6355685,261.2973761,24
1430,0,77,906,5,925.4,873.2,766.6,650,519.5,7.17,15,126.8980477,259.2190889,24
1432,0,77,906,5,925.3,873.2,766.6,649.1,519.6,7.14,14.9,129.8701299,259.7402597,24
1434,0,77,906,5,925.5,873.3,766.6,649.1,519.6,7.12,14.9,140.4899135,259.3659942,24
1436,0,77,906,5,925.8,873.3,766.4,649.1,519.6,7.08,14.9,143.3189655,258.6206897,24
1438,0,77,906,5,925.5,873.3,766.4,649.3,519.7,7.08,14.9,141.1637931,258.6206897,24
1440,0,77,906,5,925,873.3,766.4,649.3,519.7,7.16,14.9,136.5606936,261.199422,24
1442,0,77,906,5,924.7,873.3,766.4,649.3,519.7,7.22,14.9,133.8896952,262.3367199,24
1444,0,77,906,5,924.9,873.3,766.4,649.5,519.1,7.28,14.9,127.9154519,263.483965,24
1446,0,77,906,5,925.1,875.7,766.4,649.5,519.1,7.14,14.9,120.1298701,260.8225108,25
1448,0,77,906,5,925,875.7,766.2,649.5,519.1,7,15,120,258.2142857,25
1450,0,77,906,5,925,875.7,766.2,648,519.1,7,15,123.2142857,258.2142857,25
1452,0,77,906,5,925.1,871.1,766.2,648,519.2,7.11,15.1,133.9092873,259.1792657,24
1454,0,77,906,5,925.1,871.1,764.6,648,519.2,7.27,15.1,146.394756,262.199563,24
1456,0,77,906,5,925.4,871.1,764.6,644.7,519.2,7.3,15.1,155.4744526,262.7737226,24
1458,0,77,906,5,925.5,882.3,764.6,644.7,517.7,7.18,15.1,157.3806078,260.4920405,24
1460,0,77,906,5,925.1,882.3,769.1,644.7,517.7,7.05,15.1,159.1397849,256.9892473,24
1462,0,77,906,5,924.8,882.3,769.1,645,517.7,7.18,15.1,172.5759768,259.406657,24
1464,0,77,906,5,925,875.2,769.1,645,516.6,7.35,15.1,184.6153846,262.6373626,23
1466,0,77,906,5,925.2,875.2,766.1,645,516.6,7.42,15.1,192.1944035,263.9911635,23
1468,0,77,906,5,925.3,875.2,766.1,646.3,516.6,7.3,15.1,189.4160584,260.5839416,23
1470,0,77,906,5,925.5,875.2,766.1,646.3,516.6,7.23,15.1,186.2745098,259.2592593,23
1472,0,77,906,5,925.5,884.4,767.1,646.3,516.6,7.12,15.1,173.9913545,257.204611,23
1474,0,77,906,5,925.5,884.4,767.1,647.7,516.6,7.13,15,166.5465032,257.3900505,23
1476,0,77,906,5,925.5,884.4,767.1,647.7,516.6,7.1,15,159.7122302,257.9136691,24
1478,0,77,906,5,925.3,884.4,768.1,647.7,516.6,7.08,15,155.1724138,257.5431034,24
1480,0,77,906,5,924.9,884.4,768.1,647.7,516.6,7,15,146.7857143,256.0714286,24
1482,0,77,906,5,924.7,884.4,768.1,647.7,516.7,7.03,15.1,139.5848246,257.6950608,24
1484,0,77,906,5,924.7,884.6,766.6,647.7,516.7,7.15,15,134.2960289,259.9277978,24
1486,0,77,906,5,924.6,884.6,766.6,647.1,516.7,7.29,15,130.1969365,261.487965,24
1488,0,77,906,5,924.8,884.6,766.6,647.1,516.9,7.32,15,126.0964912,263.1578947,24
1490,0,77,906,5,924.7,881.3,766.6,647.1,516.9,7.18,15,118.3068017,259.406657,25
1492,0,77,906,5,924.6,881.3,770.7,647.1,516.9,7.12,15,115.6340058,258.2853026,25
1494,0,77,906,5,924.7,881.3,770.7,647.1,518.3,7.13,15,114.6359048,258.4715213,25
1496,0,77,906,5,924.8,871.6,770.7,647.1,518.3,7.11,15,115.5507559,258.0993521,25
1498,0,77,906,5,924.7,871.6,767.2,647.3,518.3,6.98,15.1,116.6191155,256.7760342,25
1500,0,77,906,5,924.4,871.6,767.2,647.3,517.7,6.81,15.1,116.2790698,253.6997886,25
1502,0,77,906,5,924.2,876.8,767.2,647.3,517.7,6.71,15.2,117.5647306,250.8747376,25
1504,0,77,906,5,923.9,876.8,770.7,648.2,517.7,6.81,15.2,121.564482,252.6427061,25
1506,0,77,906,5,923.9,876.8,770.7,648.2,517.5,6.88,15.2,124.2917847,253.8951841,25
1508,0,77,906,5,924.2,867.5,770.7,648.2,517.5,7.01,15.2,129.7355254,256.2544675,25
1510,0,77,906,5,924.5,867.5,769.7,648.2,517.5,6.94,15.2,132.2901849,254.9786629,24
1512,0,77,906,5,924.6,867.5,769.7,649.6,517.6,6.88,15.3,133.8526912,253.8951841,24
1514,0,77,906,5,924.5,872.2,769.7,649.6,517.6,6.81,15.3,138.4778013,252.6427061,24
1516,0,77,906,5,924.7,872.2,770.7,649.6,517.6,6.8,15.3,147.8873239,252.4647887,24
1518,0,77,906,5,924.7,872.2,770.7,648.8,517.5,6.75,15.3,165.2631579,251.5789474,24
1520,0,77,906,5,924.7,871.1,770.7,648.8,517.5,6.64,15.4,171.3091922,249.6518106,24
1522,0,77,906,5,924.6,871.1,770.5,648.8,517.5,6.59,15.4,171.7557252,248.7855656,23
1524,0,77,906,5,924.7,871.1,770.5,650.2,517.5,6.57,15.4,169.4386694,248.4407484,24
1526,0,77,906,5,924.9,873.7,770.5,650.2,517.5,6.75,15.4,162.1052632,251.5789474,24
1528,0,77,906,5,924.7,873.7,766.6,650.2,517.5,6.84,15.4,153.6016949,253.1779661,24
1530,0,77,906,5,924.6,873.7,766.6,651,516.7,6.79,15.4,143.5608726,252.2871217,24
1532,0,77,906,5,924.4,871.6,766.6,651,516.7,6.64,15.5,133.7047354,249.6518106,24
1534,0,77,906,5,924.4,871.6,766.6,651,516.7,6.59,15.5,130.1179736,248.7855656,24
1536,0,77,906,5,924.3,871.6,766.6,650.8,516.7,6.65,15.5,125.4355401,248.7804878,24
1538,0,77,906,5,924.2,870.2,766.6,650.8,517.3,6.75,15.5,126.3157895,250.5263158,24
1540,0,77,906,5,924.1,870.2,765.7,650.8,517.3,6.77,15.5,127.547435,250.8784259,24
1542,0,77,906,5,923.7,870.2,765.7,651,517.3,6.71,15.5,128.0615815,249.8250525,24
1544,0,77,906,5,923.7,875.7,765.7,651,519,6.68,15.5,130.9357542,249.301676,24
1546,0,77,906,5,923.8,875.7,765.8,651,519,6.9,15.5,138.2978723,252.1276596,24
1548,0,77,906,5,923.9,875.7,765.8,650.8,519,7.07,15.5,145.3697057,255.2045944,24
1550,0,77,906,5,924,873.7,765.8,650.8,519.6,7.1,15.5,146.7625899,255.7553957,24
1552,0,77,906,5,924.1,873.7,765.8,650.8,519.6,7.01,15.4,149.035025,253.0378842,24
1554,0,77,906,5,924.1,873.7,765.8,651.7,519.6,6.7,15.4,148.951049,247.5524476,24
1556,0,77,906,5,923.7,872.7,765.8,651.7,519,6.59,15.4,151.9777932,245.6627342,24
1558,0,77,906,5,923.8,872.7,763.6,651.7,519,6.57,15.4,154.8856549,245.3222453,24
1560,0,77,906,5,923.7,872.7,763.6,650,519,6.56,15.4,157.8947368,245.1523546,24
1562,0,77,906,5,923.4,872.7,763.6,650,518.3,6.54,15.4,156.6390041,245.8506224,24
1564,0,77,906,5,923,876.3,766.6,650,518.3,6.57,15.4,152.8066528,246.3617464,24
1566,0,77,906,5,923,876.3,766.6,650,518.3,6.71,15.4,149.0552834,248.7753674,24
1568,0,77,906,5,923,876.3,766.6,650,518.5,6.82,15.4,147.0380818,250.7052186,24
1570,0,77,906,5,923.1,870.6,763.6,650,518.5,7.08,15.4,142.2413793,256.4655172,24
1572,0,77,906,5,922.7,870.6,763.6,649.8,518.5,7.25,15.4,136.3636364,259.6363636,25
1574,0,77,906,5,922.5,870.6,763.6,649.8,518.6,7.3,15.4,125.9124088,260.5839416,25
1576,0,77,906,5,922.5,876.8,763.6,649.8,518.6,7.29,15.4,124.726477,260.3938731,25
1578,0,77,906,5,922.5,876.8,763.6,649.7,518.6,7.32,15.4,121.7105263,260.9649123,25
1580,0,77,906,5,922.5,876.8,763.6,649.7,518.5,7.37,15.3,119.9559795,261.9222304,25
1582,0,77,906,5,922.3,876.6,763.6,649.7,518.5,7.34,15.3,119.6925329,262.4450952,25
1584,0,77,906,5,922.2,876.6,763.8,650.8,518.5,7.29,15.2,122.5382932,261.487965,25
1586,0,77,906,5,922.3,876.6,763.8,650.8,518.6,7.28,15.1,129.0087464,261.2973761,25
1588,0,77,906,5,922.1,873.7,763.8,650.8,518.6,7.32,15.1,132.6754386,262.0614035,25
1590,0,77,906,5,922.2,873.7,762.7,650.3,518.6,7.47,15,141.9068736,264.9667406,24
1592,0,77,906,5,922.3,873.7,762.7,650.3,518.7,7.51,14.9,143.4395849,265.7524092,24
1594,0,77,906,5,922.5,871.2,762.7,650.3,518.7,7.47,14.9,138.5809313,264.9667406,24
1596,0,77,906,5,922.1,871.2,764.2,651.4,518.7,7.45,14.9,136.1623616,265.6826568,25
1598,0,77,906,5,921.9,871.2,764.2,651.4,518.8,7.46,14.9,130.7237814,265.8788774,25
1600,0,77,906,5,921.7,867.2,764.2,651.4,518.8,7.53,14.9,126.9487751,267.2605791,25
1602,0,77,906,5,921.5,867.2,764.1,651.4,518.8,7.53,14.9,121.3808463,266.1469933,25
1604,0,77,906,5,921.4,867.2,764.1,651.3,518.8,7.47,14.9,120.8425721,264.9667406,25
1606,0,77,906,5,921.4,875.3,764.1,651.3,518.8,7.37,14.9,117.7549523,263.0227439,25
1608,0,77,906,5,921.4,875.3,766.6,651.3,518.8,7.37,14.9,118.8554659,263.0227439,25
1610,0,77,906,5,921.2,875.3,766.6,652.2,518.8,7.58,14.9,122.9508197,267.1385991,25
1612,0,77,906,5,920.9,868.2,766.6,652.2,518.8,7.65,14.9,123.5955056,269.6629213,25
1614,0,77,906,5,920.8,868.2,764.7,652.2,518.8,7.75,14.9,124.5283019,271.6981132,25
1616,0,77,906,5,920.6,868.2,764.7,650.8,518.7,7.77,14.9,122.4489796,272.1088435,25
1618,0,77,906,5,920.2,870.2,764.7,650.8,518.7,7.78,14.8,116.8683812,273.4493192,25
1620,0,77,906,5,920.1,870.2,764.6,650.8,518.7,7.79,14.7,113.5503407,273.656321,25
1622,0,77,906,5,919.9,870.2,764.6,649.9,518.7,7.72,14.7,110.6927711,272.2138554,25
1624,0,77,906,5,919.7,868.6,764.6,649.9,518.4,7.63,14.7,108.8257292,270.381451,25
1626,0,77,906,5,919.5,868.6,765.2,649.9,518.4,7.41,14.7,107.0640177,266.004415,25
1628,0,77,906,5,919.5,868.6,765.2,649,518.4,7.25,14.7,110.1818182,262.9090909,25
1630,0,77,906,5,919.8,875.8,765.2,649,519.1,7.38,14.7,115.6387665,265.4185022,25
1632,0,77,906,5,920.1,875.8,765,649,519.1,7.47,14.7,119.7339246,266.075388,25
1634,0,77,906,5,920.4,875.8,765,647.7,519.1,7.59,14.7,125.2796421,268.4563758,25
1636,0,77,906,5,920.2,875.8,765,647.7,519,7.52,14.6,126.8545994,267.0623145,24
1638,0,77,906,5,920.4,875.7,766.1,647.7,519,7.28,14.7,123.5422741,262.3906706,24
1640,0,77,906,5,920.5,875.7,766.1,648.5,519,7.23,14.7,123.0936819,261.4379085,24
1642,0,77,906,5,920.9,875.7,766.1,648.5,518,7.24,14.7,123.1831395,261.627907,24
1644,0,77,906,5,921.3,871.3,762.7,648.5,518,7.23,14.7,123.0936819,261.4379085,24
1646,0,77,906,5,921.4,871.3,762.7,648.3,518,7.08,14.8,122.8448276,257.5431034,25
1648,0,77,906,5,921.4,871.3,762.7,648.3,518.1,7.03,14.8,125.6263422,256.6213314,24
1650,0,77,906,5,921.2,875.3,765.2,648.3,518.1,7.14,14.8,129.8701299,258.6580087,24
1652,0,77,906,5,921.3,875.3,765.2,649.3,518.1,7.25,14.8,133.0909091,260.7272727,24
1654,0,77,906,5,921.3,875.3,765.2,649.3,518.2,7.63,14.8,140.2393418,267.0157068,24
1656,0,77,906,5,921,869.1,765.2,649.3,518.2,7.75,14.8,141.509434,270.5660377,24
1658,0,77,906,5,920.8,869.1,765,648.5,518.2,7.77,14.8,137.1882086,270.9750567,24
1660,0,77,906,5,920.4,869.1,765,648.5,520.3,7.78,14.8,133.8880484,271.1800303,24
1662,0,77,906,5,919.8,869.2,765,648.5,520.3,7.88,14.8,129.1920732,273.2469512,24
1664,0,77,906,5,919.7,869.2,764.9,648.6,520.3,8.04,14.7,123.8425926,276.6203704,25
1666,0,77,906,5,919.6,869.2,764.9,648.6,519.5,8,14.6,116.5384615,275.7692308,25
1668,0,77,906,5,919.6,874.8,764.9,648.6,519.5,7.9,14.6,114.5038168,273.6641221,25
1670,0,77,906,5,919.7,874.8,764.2,648.6,519.5,7.65,14.7,111.2359551,268.5393258,25
1672,0,77,906,5,919.6,874.8,764.2,648.8,518.7,7.52,14.7,112.388724,264.8367953,25
1674,0,77,906,5,920.1,871.3,764.2,648.8,518.7,7.58,14.6,121.8330849,266.0208644,25
1676,0,77,906,5,920.3,871.3,762.7,648.8,518.7,7.59,14.6,127.5167785,266.2192394,25
1678,0,77,906,5,920.4,871.3,762.7,650.1,520.2,7.54,14.6,129.2719168,265.230312,25
1680,0,77,906,5,920.5,875.4,762.7,650.1,520.2,7.39,14.6,130.0514328,262.3071271,25
1682,0,77,906,5,920.7,875.4,766.8,650.1,520.2,7.33,14.7,134.9670812,260.0585223,24
1684,0,77,906,5,921,875.4,766.8,650,519.2,7.51,14.7,144.5515196,263.5285397,24
1686,0,77,906,5,921.2,876.9,766.8,650,519.2,7.69,14.7,156.649136,265.9654395,24
1688,0,77,906,5,921.2,876.9,764.2,650,519.2,7.73,14.7,160.5124341,266.7671439,24
1690,0,77,906,5,921.2,876.9,764.2,650,519.2,7.69,14.7,163.4109692,265.9654395,23
1692,0,77,906,5,921.4,880,764.2,650,518.4,7.62,14.8,161.4349776,264.573991,23
1694,0,77,906,5,921.7,880,763.3,650,518.4,7.69,14.8,160.0300526,265.9654395,24
1696,0,77,906,5,921.9,880,763.3,649.4,518.4,7.74,14.8,158.3710407,266.9683258,24
1698,0,77,906,5,922.1,876.9,763.3,649.4,519.1,7.78,14.7,155.4462935,267.7760968,24
1700,0,77,906,5,922.3,876.9,765.2,649.4,519.1,7.71,14.7,150.1128668,266.3656885,24
1702,0,77,906,5,922.4,876.9,765.2,649.6,519.1,7.58,14.8,138.5991058,264.9031297,24
1704,0,77,906,5,922.7,871.8,765.2,649.6,519.9,7.55,14.8,131.598513,264.3122677,25
1706,0,77,906,5,922.7,871.8,766.3,649.6,519.9,7.55,14.8,128.2527881,264.3122677,25
1708,0,77,906,5,922.8,871.8,766.3,648.8,519.9,7.52,14.7,123.5163205,264.8367953,25
1710,0,77,906,5,922.7,871.8,766.3,648.8,519.1,7.45,14.7,117.3431734,263.4686347,25
1712,0,77,906,5,922.3,876.5,767.7,648.8,519.1,7.52,14.7,115.727003,265.9495549,25
1714,0,77,906,5,922.3,876.5,767.7,648.7,519.1,7.67,14.7,117.0292573,268.9422356,25
1716,0,77,906,5,922.4,876.5,767.7,648.7,518.3,7.75,14.7,116.6037736,270.5660377,25
1718,0,77,906,5,922.2,871.3,766.8,648.7,518.3,7.79,14.7,115.8213475,271.3853142,25
1720,0,77,906,5,922.1,871.3,766.8,649.7,518.3,7.63,14.7,113.3133882,268.1376215,25
1722,0,77,906,5,922.1,871.3,766.8,649.7,517.6,7.44,14.7,110.619469,264.380531,25
1724,0,77,906,5,922.4,874.4,768.3,649.7,517.6,7.4,14.7,110.2941176,263.6029412,25
1726,0,77,906,5,922.4,874.4,768.3,649.1,517.6,7.43,14.7,112.7487104,264.1857038,25
1728,0,77,906,5,922.2,874.4,768.3,649.1,517.7,7.58,14.7,115.1266766,267.1385991,25
1730,0,77,906,5,922.1,874.2,768.3,649.1,517.7,7.78,14.7,119.1376702,271.1800303,25
1732,0,77,906,5,922,874.2,767.3,648,517.7,7.81,14.6,119.4086429,271.7968158,25
1734,0,77,906,5,922,874.2,767.3,648,517.8,7.89,14.6,120.1372998,273.4553776,25
1736,0,77,906,5,922,867.2,767.3,648,517.8,7.99,14.6,118.754804,275.5572636,25
1738,0,77,906,5,922.1,867.2,764.7,646.6,517.8,8.02,14.5,116.7180277,276.1941448,25
1740,0,77,906,5,922.1,867.2,764.7,646.6,518,7.83,14.5,115.0341686,272.2095672,25
1742,0,77,906,5,922.1,873.3,764.7,646.6,518,7.66,14.5,113.5682159,268.7406297,25
1744,0,77,906,5,921.9,873.3,767.7,649.2,518,7.22,14.6,114.2960813,260.1596517,25
1746,0,77,906,5,922.1,873.3,767.7,649.2,518.6,7.03,14.6,118.1102362,257.6950608,25
1748,0,77,906,5,921.7,872.3,767.7,649.2,518.6,6.93,14.7,123.6673774,255.8635394,25
1750,0,77,906,5,921.5,872.3,765.8,649.6,518.6,6.86,14.7,129.4200849,254.5968883,25
1752,0,77,906,5,921.2,872.3,765.8,649.6,518.6,6.84,14.7,131.3559322,254.2372881,25
1754,0,77,906,5,921.1,870.8,765.8,649.6,518.6,6.95,14.8,136.6548043,256.227758,25
1756,0,77,906,5,921,870.8,768.3,649.6,518.6,7.35,14.8,145.0549451,263.7362637,25
1758,0,77,906,5,921,870.8,768.3,648.5,517.2,7.61,14.9,146.7513069,268.8573562,24
1760,0,77,906,5,921,864.1,768.3,648.5,517.2,7.65,14.9,146.0674157,269.6629213,24
1762,0,77,906,5,921,864.1,767.4,648.5,517.2,7.59,14.9,142.0581655,267.3378076,24
1764,0,77,906,5,920.9,864.1,767.4,649.7,517,7.36,14.9,133.0645161,262.829912,24
1766,0,77,906,5,920.8,866.7,767.4,649.7,517,7.28,14.9,127.9154519,261.2973761,25
1768,0,77,906,5,920.6,866.7,765.4,649.7,517,7.27,15,126.7297888,261.1070648,25
1770,0,77,906,5,920.7,866.7,765.4,648,516.9,7.29,15,124.726477,262.5820569,25
1772,0,77,906,5,920.8,873.8,765.4,648,516.9,7.31,14.9,126.0043828,262.9656684,25
1774,0,77,906,5,921.2,873.8,766.9,648,516.9,7.36,14.9,128.6656891,263.9296188,25
1776,0,77,906,5,921.6,873.8,766.9,647.8,516.9,7.53,14.8,133.6302895,266.1469933,25
1778,0,77,906,5,922.1,873.6,766.9,647.8,516.8,7.76,14.7,138.2175227,270.7703927,25
1780,0,77,906,5,921.9,873.6,762.8,647.8,516.8,7.84,14.7,140.1975684,272.4164134,25
1782,0,77,906,5,921.5,873.6,762.8,646.6,516.8,7.77,14.6,137.1882086,270.9750567,25
1784,0,77,906,5,921.5,872.9,762.8,646.6,517.7,7.51,14.6,132.3202372,265.7524092,25
1786,0,77,906,5,921.6,872.9,765.8,646.6,517.7,7.29,14.7,129.1028446,261.487965,25
1788,0,77,906,5,921.7,872.9,765.8,648.8,517.7,7.23,14.7,129.6296296,260.3485839,25
1790,0,77,906,5,921.7,870.8,765.8,648.8,517.7,7.24,14.8,135.1744186,259.4476744,25
1792,0,77,906,5,921.7,870.8,764.9,648.8,517.7,7.32,14.8,148.0263158,260.9649123,24
1794,0,77,906,5,922,870.8,764.9,648.9,517.7,7.35,14.8,152.7472527,261.5384615,24
1796,0,77,906,5,922.2,870.8,764.9,648.9,518.3,7.37,14.8,154.0719002,261.9222304,24
1798,0,77,906,5,922.5,872.5,765,648.9,518.3,7.45,14.8,154.9815498,263.4686347,24
1800,0,77,906,5,922.6,872.5,765,650,518.3,7.56,14.8,150.6696429,265.625,24
1802,0,77,906,5,922.7,872.5,765,650,518.2,7.54,14.8,143.7592868,265.230312,24
1804,0,77,906,5,922.4,872.6,766.3,650,518.2,7.47,14.8,136.3636364,264.9667406,25
1806,0,77,906,5,922.1,872.6,766.3,649.3,518.2,7.46,14.9,130.7237814,264.7710487,25
1808,0,77,906,5,921.8,872.6,766.3,649.3,518.3,7.6,14.9,126.4925373,267.5373134,25
1810,0,77,906,5,921.8,868.8,765.3,649.3,518.3,7.79,14.9,124.9053747,271.3853142,25
1812,0,77,906,5,921.7,868.8,765.3,650,518.3,7.9,14.8,121.3740458,273.6641221,25
1814,0,77,906,5,921.6,868.8,765.3,650,518.3,7.89,14.7,117.8489703,273.4553776,25
1816,0,77,906,5,921.5,866.7,765.5,650,518.3,7.87,14.7,115.3846154,273.0388423,26
1818,0,77,906,5,921.4,866.7,765.5,651,518.3,7.9,14.7,112.2137405,273.6641221,26
1820,0,77,906,5,921.5,866.7,765.5,651,517.6,8.1,14.6,110.4651163,277.9069767,26
1822,0,77,906,5,921.4,868.8,765.5,651,517.6,8.16,14.5,110.9813084,279.2056075,25
1824,0,77,906,5,921.2,868.8,762.8,650.8,517.6,8.13,14.5,109.5571096,278.5547786,25
1826,0,77,906,5,921.1,868.8,762.8,650.8,517.7,7.95,14.4,108.045977,274.7126437,25
1828,0,77,906,5,921,868.8,762.8,650.8,517.7,7.73,14.4,113.0369254,270.1582517,25
1830,0,77,906,5,920.8,868.8,765.3,650.4,517.7,7.7,14.3,119.5488722,269.5488722,25
1832,0,77,906,5,920.7,868.8,765.3,650.4,518.4,7.68,14.3,123.8738739,269.1441441,25
1834,0,77,906,5,920.4,868.6,765.3,650.4,518.4,7.61,14.3,127.7072442,267.7371173,25
1836,0,77,906,5,920.3,868.6,763.8,651.1,518.4,7.39,14.3,127.8471712,264.5113887,25
1838,0,77,906,5,920.5,868.6,763.8,651.1,519.4,7.33,14.4,127.2860278,263.3504023,25
1840,0,77,906,5,920.6,872.4,763.8,651.1,519.4,7.37,14.4,126.5590609,264.1232575,25
1842,0,77,906,5,921,872.4,763.6,651.1,519.4,7.47,14.4,126.3858093,266.075388,25
1844,0,77,906,5,921.2,872.4,763.6,648.8,519.4,7.49,14.4,126.572909,266.469282,25
1846,0,77,906,5,921.7,869.4,763.6,648.8,519.4,7.39,14.5,122.3365173,265.6135195,25
1848,0,77,906,5,922.1,869.4,763.6,648.8,519.4,7.32,14.6,119.5175439,264.254386,25
1850,0,77,906,5,922.3,869.4,763.6,651,519.2,7.33,14.7,119.6049744,264.4476957,25
1852,0,77,906,5,922.6,867.2,763.6,651,519.2,7.45,14.7,120.6642066,266.7896679,25
1854,0,77,906,5,922.5,867.2,761.8,651,519.2,7.6,14.8,120.8955224,268.6567164,25
1856,0,77,906,5,922.4,867.2,761.8,648.3,518.1,7.55,14.8,119.330855,267.6579926,25
1858,0,77,906,5,922.5,873.5,761.8,648.3,518.1,7.47,14.8,117.5166297,266.075388,25
1860,0,77,906,5,922.7,873.5,770,648.3,518.1,7.31,14.8,115.0474799,262.9656684,25
1862,0,77,906,5,922.9,873.5,770,649.1,518.1,7.3,14.8,116.0583942,261.6788321,25
1864,0,77,906,5,922.9,870.8,770,649.1,517.5,7.42,14.7,119.2930781,263.9911635,25
1866,0,77,906,5,923,870.8,765.5,649.1,517.5,7.41,14.7,120.3090508,263.7969095,25
1868,0,77,906,5,923.2,870.8,765.5,650,517.5,7.35,14.8,119.7802198,263.7362637,25
1870,0,77,906,5,923.4,869.8,765.5,650,518.1,7.31,14.8,118.3345508,262.9656684,25
1872,0,77,906,5,923.4,869.8,765.4,650,518.1,7.36,14.8,116.568915,263.9296188,25
1874,0,77,906,5,923.4,869.8,765.4,650.1,518.1,7.39,14.7,115.7237325,264.5113887,25
1876,0,77,906,5,923.3,873.5,765.4,650.1,518.1,7.31,14.7,113.9517896,262.9656684,26
1878,0,77,906,5,923.4,873.5,765.2,650.1,518.1,7.25,14.7,114.5454545,261.8181818,26
1880,0,77,906,5,923.3,873.5,765.2,648.7,518.1,7.14,14.8,120.1298701,259.7402597,26
1882,0,77,906,5,923,873.5,765.2,648.7,518.8,7.14,14.8,130.952381,259.7402597,25
1884,0,77,906,5,923,865.8,763.8,648.7,518.8,7.35,14.8,153.8461538,263.7362637,25
1886,0,77,906,5,923,865.8,763.8,649.7,518.8,7.42,14.8,160.1620029,265.095729,25
1888,0,77,906,5,923,865.8,763.8,649.7,518,7.48,14.8,166.4201183,266.2721893,25
1890,0,77,906,5,922.9,869.4,769.4,649.7,518,7.48,14.8,166.4201183,266.2721893,25
1892,0,77,906,5,923,869.4,769.4,650.5,518,7.51,14.7,156.7828021,266.864344,25
1894,0,77,906,5,923.1,869.4,769.4,650.5,518,7.55,14.7,149.4423792,267.6579926,25
1896,0,77,906,5,922.7,864.7,769.4,650.5,518,7.42,14.7,141.3843888,265.095729,25
1898,0,77,906,5,922.5,864.7,765.5,650.5,518,7.31,14.8,138.0569759,262.9656684,25
1900,0,77,906,5,922.4,864.7,765.5,650.5,517,6.97,14.8,127.2273699,256.593015,25
1902,0,77,906,5,922.3,875.5,765.5,650.5,517,6.94,14.8,124.8221906,254.9786629,25
1904,0,77,906,5,922.3,875.5,765.2,649.7,517,7.06,14.9,125.8967001,258.2496413,26
1906,0,77,906,5,922.5,875.5,765.2,649.7,517.1,7.15,14.8,126.7148014,259.9277978,26
1908,0,77,906,5,922.6,868.8,765.2,649.7,517.1,7.26,14.8,127.7292576,262.0087336,26
1910,0,77,906,5,922.6,868.8,765.2,650.5,517.1,7.27,14.8,126.7297888,262.199563,26
1912,0,77,906,5,922.8,868.8,765.2,650.5,518.8,7.28,14.8,122.4489796,262.3906706,26
1914,0,77,906,5,923,873,765.2,650.5,518.8,7.33,14.8,121.7995611,263.3504023,26
1916,0,77,906,5,923,873,763.8,650.5,518.8,7.42,14.8,120.3976436,265.095729,26
1918,0,77,906,5,923,873,763.8,650.5,516.9,7.44,14.8,118.3628319,265.4867257,26
1920,0,77,906,5,923.3,872,763.8,650.5,516.9,7.27,14.8,113.6198106,263.2920612,26
1922,0,77,906,5,923.6,872,765.4,650.5,516.9,7.21,14.9,110.9499637,262.146483,26
1924,0,77,906,5,923.5,872,765.4,650.2,515.3,7.19,14.9,108.6169442,261.7668356,26
1926,0,77,906,5,923.3,867.9,765.4,650.2,515.3,7.29,14.8,108.3150985,263.6761488,26
1928,0,77,906,5,923.4,867.9,761.9,650.2,515.3,7.39,14.8,109.1109478,265.6135195,26
1930,0,77,906,5,923.8,867.9,761.9,649,516.5,7.27,14.8,108.1573197,263.2920612,26
1932,0,77,906,5,924,874,761.9,649,516.5,7.11,14.8,111.2311015,260.2591793,26
1934,0,77,906,5,924.3,874,765.4,649,516.5,7.06,14.8,114.0602582,259.3256815,26
1936,0,77,906,5,924.4,874,765.4,649.1,515.2,7.07,14.9,123.833453,259.5118449,26
1938,0,77,906,5,924.4,868.3,765.4,649.1,515.2,7.2,14.9,141.3043478,261.9565217,25
