X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y1,Y2,Y3,Y4,Y5
0,0,77,906,5,922.5,869.6,763,646.7,517.7,6.95,15.4,140.9252669,253.024911,18
2,0,77,906,5,922.6,869.6,763,646.7,517.7,6.95,15.4,140.9252669,253.024911,18
4,0,77,906,5,922.6,869.6,763,646.7,517.7,6.97,15.4,141.1261582,253.3856023,18
6,0,77,906,5,922.3,869.6,763,646.7,517.7,7.01,15.4,141.529664,255.1822731,18
8,0,77,906,5,921.8,871.1,765.5,646.7,517.7,7.11,15.4,140.3887689,257.0194384,18
10,0,77,906,5,921.9,871.1,765.5,646.6,517.7,7.35,15.4,136.2637363,261.5384615,18
12,0,77,906,5,922.2,871.1,765.5,646.6,516.9,7.35,15.3,131.8681319,261.5384615,19
14,0,77,906,5,922.1,869,765.3,646.6,516.9,7.27,15.3,127.822287,260.0145666,19
16,0,77,906,5,921.8,869,765.3,646.5,516.9,6.93,15.3,120.4690832,253.7313433,19
18,0,77,906,5,921.2,869,765.3,646.5,518.1,6.85,15.3,119.7879859,251.2367491,19
20,0,77,906,5,920.9,871.6,765.3,646.5,518.1,6.98,15.3,124.1084165,253.5663338,19
22,0,77,906,5,920.6,871.6,765.3,646.5,518.1,7.14,15.3,129.8701299,256.4935065,19
24,0,77,906,5,920.8,871.6,765.3,646.5,518.8,7.19,15.3,132.512672,257.4221579,19
26,0,77,906,5,920.7,876.1,765.3,646.5,518.8,7.19,15.3,134.6850109,257.4221579,18
28,0,77,906,5,920.8,876.1,766.4,646.7,518.8,7.14,15.3,133.1168831,257.5757576,19
30,0,77,906,5,920.7,876.1,766.4,646.7,519,7.2,15.3,131.5217391,258.6956522,19
32,0,77,906,5,920.8,874.1,766.4,646.7,519,7.24,15.3,129.7238372,259.4476744,19
34,0,77,906,5,920.8,874.1,764.4,646.7,519,7.27,15.3,126.7297888,260.0145666,19
36,0,77,906,5,920.7,874.1,764.4,646.6,519.1,7.16,15.3,121.3872832,259.0317919,19
38,0,77,906,5,920.5,876.2,764.4,646.6,519.1,6.92,15.3,113.9914773,254.6164773,19
40,0,77,906,5,920.2,876.2,764.6,646.6,519.1,6.9,15.3,112.7659574,254.2553191,19
42,0,77,906,5,920.4,876.2,764.6,647.5,519.1,6.95,15.3,113.1672598,255.1601423,19
44,0,77,906,5,920.7,870,764.6,647.5,519.1,7.01,15.3,116.8691923,256.2544675,19
46,0,77,906,5,920.8,870,765.5,647.5,519.1,6.87,15.2,118.895966,253.7154989,19
48,0,77,906,5,920.5,870,765.5,647.4,519.1,6.7,15.2,122.7272727,249.6503497,19
50,0,77,906,5,920.4,869.1,765.5,647.4,519.3,6.68,15.2,129.8882682,249.301676,19
52,0,77,906,5,920.6,869.1,763.5,647.4,519.3,6.75,15.2,134.7368421,250.5263158,18
54,0,77,906,5,920.5,869.1,763.5,648.2,519.3,7.07,15.2,147.5233309,255.2045944,18
56,0,77,906,5,920.5,860.8,763.5,648.2,518.6,7.14,15.2,151.5151515,256.4935065,18
58,0,77,906,5,920.4,860.8,767,648.2,518.6,7.08,15.3,151.9396552,255.387931,19
60,0,77,906,5,920.5,860.8,767,650.5,518.6,7.05,15.3,150.5376344,254.8387097,19
62,0,77,906,5,920.6,872.2,767,650.5,518.4,7.06,15.3,150.6456241,255.0215208,18
64,0,77,906,5,920.5,872.2,765.5,650.5,518.4,7.17,15.3,150.7592191,257.0498915,18
66,0,77,906,5,920.4,872.2,765.5,649.2,518.4,7.28,15.3,150.8746356,259.1107872,18
68,0,77,906,5,920.2,872.2,765.5,649.2,517.2,7.28,15.3,147.5947522,259.1107872,18
70,0,77,906,5,920.1,873.8,764.4,649.2,517.2,7.25,15.3,144,258.5454545,19
72,0,77,906,5,920.7,873.8,764.4,648,517.2,7.4,15.3,138.9705882,261.3970588,19
74,0,77,906,5,920.7,873.8,764.4,648,517.8,7.56,15.2,136.1607143,264.5089286,19
76,0,77,906,5,920.7,871.1,762.5,648,517.8,7.59,15.2,134.2281879,263.9821029,19
78,0,77,906,5,920.7,871.1,762.5,649.6,517.8,7.46,15.1,131.83161,261.4475628,19
80,0,77,906,5,920.8,871.1,762.5,649.6,518.7,7.34,15.1,130.6734993,259.1508053,19
82,0,77,906,5,921.1,876.8,762.5,649.6,518.7,7.33,15.1,132.7724945,258.961229,19
84,0,77,906,5,921.4,876.8,762.5,649.7,518.7,7.4,15.1,138.9705882,260.2941176,19
86,0,77,906,5,921.4,876.8,762.5,649.7,518,7.43,15.1,141.4885777,260.8695652,19
88,0,77,906,5,921.4,874.2,762.4,649.7,518,7.43,15.1,145.9100958,260.8695652,18
90,0,77,906,5,921.3,874.2,762.4,650.7,518,7.38,15.1,147.5770925,259.9118943,19
92,0,77,906,5,921.4,874.2,762.4,650.7,518,7.41,15,146.799117,260.4856512,19
94,0,77,906,5,921.6,874.3,762.4,650.7,518,7.46,15,146.2333826,261.4475628,19
96,0,77,906,5,921.6,874.3,760.5,647.9,518,7.55,15,143.866171,263.197026,19
98,0,77,906,5,921.3,874.3,760.5,647.9,518.7,7.52,14.9,139.0949555,263.7240356,19
100,0,77,906,5,921.1,872.7,760.5,647.9,518.7,7.29,15,130.1969365,259.2997812,19
102,0,77,906,5,921.3,872.7,763.6,648.8,518.7,7.12,15,125.3602305,256.1239193,19
104,0,77,906,5,921.1,872.7,763.6,648.8,519.6,7.04,15,123.5673352,255.730659,19
106,0,77,906,5,921.2,867.1,763.6,648.8,519.6,7.03,15,123.4788833,255.547602,19
108,0,77,906,5,921.5,867.1,761.6,648.1,519.6,7.08,15,126.0775862,256.4655172,19
110,0,77,906,5,921.5,867.1,761.6,648.1,519.8,7.14,15,126.6233766,258.6580087,19
112,0,77,906,5,921.4,875.4,761.6,648.1,519.8,7.28,15,127.9154519,261.2973761,19
114,0,77,906,5,921.2,875.4,764.6,648.1,519.8,7.38,15,127.753304,263.215859,19
116,0,77,906,5,921.3,875.4,764.6,648.8,519.9,7.55,15,126.0223048,266.5427509,19
118,0,77,906,5,921.1,866.1,764.6,648.8,519.9,7.64,15,122.3802395,268.3383234,20
120,0,77,906,5,920.9,866.1,762.5,648.8,519.9,7.51,15,114.5292809,266.864344,20
122,0,77,906,5,920.6,866.1,762.5,650.2,520.2,7.45,15,111.8081181,265.6826568,20
124,0,77,906,5,920.3,870.8,762.5,650.2,520.2,7.39,15,109.1109478,264.5113887,20
126,0,77,906,5,920.1,870.8,763.6,650.2,520.2,7.48,15,109.8372781,266.2721893,20
128,0,77,906,5,920.2,870.8,763.6,649.1,520.2,7.67,15,110.2775694,271.1927982,20
130,0,77,906,5,920.5,866.6,763.6,649.1,518.3,7.7,14.9,110.5263158,271.8045113,20
132,0,77,906,5,920.3,866.6,763.5,649.1,518.3,7.7,14.9,108.2706767,271.8045113,20
134,0,77,906,5,920.3,866.6,763.5,650.6,518.3,7.71,14.9,107.2234763,272.0090293,20
136,0,77,906,5,920.3,869.3,763.5,650.6,518.3,7.89,14.8,106.4073227,275.7437071,20
138,0,77,906,5,920.2,869.3,762.2,650.6,518.3,8,14.7,106.1538462,278.0769231,20
140,0,77,906,5,919.9,869.3,762.2,649.1,518.3,7.96,14.6,104.6779141,276.0736196,20
142,0,77,906,5,920,866.8,762.2,649.1,518.3,7.87,14.6,103.960396,274.1812643,20
144,0,77,906,5,920.1,866.8,763.2,649.1,518.3,7.63,14.6,102.0942408,269.2595363,20
146,0,77,906,5,920.6,866.8,763.2,649.4,518.3,7.44,14.6,105.0884956,264.380531,19
148,0,77,906,5,920.7,865.8,763.2,649.4,518.1,7.4,14.6,110.2941176,263.6029412,19
150,0,77,906,5,920.7,865.8,760.2,649.4,518.1,7.38,14.6,112.3348018,264.3171806,19
152,0,77,906,5,920.9,865.8,760.2,646.6,518.1,7.29,14.6,115.9737418,262.5820569,19
154,0,77,906,5,921,865.8,760.2,646.6,516.7,7.21,14.7,118.5641769,261.0587382,19
156,0,77,906,5,920.9,867.3,764.1,646.6,516.7,7.39,14.7,120.1322557,264.5113887,19
158,0,77,906,5,921.1,867.3,764.1,646.6,516.7,7.51,14.7,121.2008895,266.864344,19
160,0,77,906,5,921.2,867.3,764.1,646.6,515.1,7.73,14.7,122.0798794,270.1582517,19
162,0,77,906,5,921.2,868.8,763.2,646.6,515.1,7.75,14.7,122.2641509,270.5660377,19
164,0,77,906,5,920.9,868.8,763.2,647.8,515.1,7.52,14.8,125.7418398,264.8367953,20
166,0,77,906,5,920.9,868.8,763.2,647.8,515.2,7.43,14.9,138.1724392,263.0803242,19
168,0,77,906,5,920.6,868.8,763.2,647.8,515.2,7.51,14.9,154.5589325,264.6404744,19
170,0,77,906,5,920.6,868.8,761.7,647,515.2,7.58,14.8,163.1892697,266.0208644,19
172,0,77,906,5,920.3,868.8,761.7,647,515.2,7.67,14.8,175.543886,267.8169542,18
174,0,77,906,5,920.1,868.7,761.7,647,515.2,7.57,14.8,172.0029784,265.8227848,18
176,0,77,906,5,920.3,868.7,761.6,645.8,515.2,7.47,14.8,165.1884701,263.8580931,19
178,0,77,906,5,920.4,868.7,761.6,645.8,516.3,7.47,14.8,161.8625277,263.8580931,19
180,0,77,906,5,920.5,866.9,761.6,645.8,516.3,7.56,14.8,156.25,266.7410714,19
182,0,77,906,5,920.4,866.9,759.7,646,516.3,7.68,14.7,152.027027,269.1441441,19
184,0,77,906,5,920,866.9,759.7,646,516.5,7.75,14.7,143.7735849,270.5660377,19
186,0,77,906,5,920.1,871,759.7,646,516.5,7.75,14.7,141.509434,270.5660377,19
188,0,77,906,5,920.8,871,762.2,646,516.5,7.8,14.8,136.3636364,271.5909091,19
190,0,77,906,5,921.1,871,762.2,646.1,516.3,7.92,14.7,133.0275229,274.0825688,19
192,0,77,906,5,921.2,866,762.2,646.1,516.3,8.06,14.6,127.511592,277.0479134,20
194,0,77,906,5,921.3,866,759.3,646.1,516.3,7.98,14.6,122.1198157,275.3456221,20
196,0,77,906,5,921.3,866,759.3,647.6,516.2,7.89,14.6,118.993135,273.4553776,20
198,0,77,906,5,921.2,871.6,759.3,647.6,516.2,7.64,14.6,113.3982036,268.3383234,20
200,0,77,906,5,921.1,871.6,759.4,647.6,516.2,7.59,14.6,112.9753915,268.4563758,20
202,0,77,906,5,921,871.6,759.4,645.2,516.1,7.56,14.5,112.7232143,267.8571429,20
204,0,77,906,5,921.3,871.6,759.4,645.2,516.1,7.47,14.5,111.9733925,266.075388,20
206,0,77,906,5,921.6,871.6,760.8,645.2,516.1,7.42,14.6,111.5611193,265.095729,20
208,0,77,906,5,921.8,871.6,760.8,646.7,517.6,7.34,14.7,110.9077599,263.5431918,20
210,0,77,906,5,922.1,871.6,760.8,646.7,517.6,7.46,14.7,111.8906942,265.8788774,20
212,0,77,906,5,922.2,871.6,760.8,646.7,517.6,7.56,14.7,112.7232143,267.8571429,20
214,0,77,906,5,922.3,871.6,760.8,647.4,515.6,7.57,14.7,112.8071482,268.0565897,20
216,0,77,906,5,922.2,873.6,760.8,647.4,515.6,7.49,14.7,113.2494449,267.5795707,20
218,0,77,906,5,922.3,873.6,763,647.4,515.6,7.39,14.8,113.519471,265.6135195,20
220,0,77,906,5,922.4,873.6,763,647.2,515.6,7.46,14.9,117.4298375,266.9867061,20
222,0,77,906,5,922.1,868.6,763,647.2,515.6,7.67,14.9,121.5303826,271.1927982,20
224,0,77,906,5,921.9,868.6,760.4,647.2,515.6,7.76,14.9,123.489426,273.0362538,20
226,0,77,906,5,921.6,868.6,760.4,646.1,515.6,7.78,14.8,123.6762481,273.4493192,20
228,0,77,906,5,921.4,878.3,760.4,646.1,515.7,7.59,14.8,120.8053691,269.5749441,20
230,0,77,906,5,921.6,878.3,763.5,646.1,515.7,7.45,14.8,120.6642066,265.6826568,20
232,0,77,906,5,921.7,878.3,763.5,645,515.7,7.43,14.8,126.0132646,265.2910833,20
234,0,77,906,5,921.9,878.5,763.5,645,514.7,7.44,14.8,130.5309735,265.4867257,19
236,0,77,906,5,921.7,878.5,764.5,645,514.7,7.38,14.8,140.969163,264.3171806,19
238,0,77,906,5,921.6,878.5,764.5,646,514.7,7.27,14.8,142.0247633,262.199563,19
240,0,77,906,5,921.3,874.7,764.5,646,516,7.25,14.9,140.7272727,261.8181818,19
242,0,77,906,5,921.3,874.7,763,646,516,7.29,14.9,140.0437637,262.5820569,19
244,0,77,906,5,921.3,874.7,763,646.2,516,7.43,14.9,137.0670597,265.2910833,19
246,0,77,906,5,921.3,874.7,763,646.2,516.2,7.53,14.8,131.403118,267.2605791,19
248,0,77,906,5,921.2,869.1,765.5,646.2,516.2,7.5,14.9,122.2222222,266.6666667,20
250,0,77,906,5,921.4,869.1,765.5,647.5,516.2,7.47,14.9,119.7339246,267.1840355,20
252,0,77,906,5,921.5,869.1,765.5,647.5,516.5,7.45,14.9,116.2361624,266.7896679,20
254,0,77,906,5,921.8,869.3,763.5,647.5,516.5,7.51,14.9,113.4173462,267.9762787,20
256,0,77,906,5,922,869.3,763.5,647.5,516.5,7.45,14.9,111.8081181,266.7896679,20
258,0,77,906,5,922.2,869.3,763.5,647.5,516.6,7.31,14.9,108.4733382,264.0613587,20
260,0,77,906,5,922.1,868.2,763.5,647.5,516.6,7.17,14.9,106.2906725,262.472885,20
262,0,77,906,5,922.1,868.2,763.6,647.5,516.6,7.16,15,105.1300578,262.283237,21
264,0,77,906,5,921.8,868.2,763.6,647.5,516.7,7.23,15,105.664488,263.6165577,21
266,0,77,906,5,922,860.5,763.6,647.5,516.7,7.27,15,105.9723234,264.3845594,21
268,0,77,906,5,922.4,860.5,763.5,646.2,516.7,7.18,15,107.4529667,261.577424,20
270,0,77,906,5,922.9,860.5,763.5,646.2,515.6,7.11,15,107.9913607,260.2591793,20
272,0,77,906,5,922.7,868.7,763.5,646.2,515.6,6.99,15,111.3490364,258.0299786,20
274,0,77,906,5,922.8,868.7,763.2,645.5,515.6,6.98,15.1,115.5492154,257.8459344,20
276,0,77,906,5,923.1,868.7,763.2,645.5,515.6,7,15.1,120,258.2142857,20
278,0,77,906,5,923.4,868.6,763.2,645.5,515.6,6.98,15.1,124.1084165,257.8459344,20
280,0,77,906,5,923.4,868.6,763.2,645.7,515.6,6.87,15.2,124.2038217,255.8386412,20
282,0,77,906,5,923.8,868.6,763.2,645.7,515.8,6.82,15.2,122.7080395,254.9365303,20
284,0,77,906,5,924.1,864.2,763.2,645.7,515.8,6.97,15.2,122.9508197,257.6621525,20
286,0,77,906,5,924.5,864.2,761.6,645.7,515.8,7.08,15.2,123.9224138,259.6982759,20
288,0,77,906,5,924.9,864.2,761.6,645.5,515.9,7.24,15.2,124.2732558,262.7180233,20
290,0,77,906,5,925.3,873.3,761.6,645.5,515.9,7.26,15.1,122.2707424,263.1004367,20
292,0,77,906,5,925.7,873.3,763.1,645.5,515.9,7.16,15.1,119.2196532,261.199422,20
294,0,77,906,5,926,873.3,763.1,648.2,516.1,7.1,15.2,119.7841727,260.0719424,20
296,0,77,906,5,926.3,865.7,763.1,648.2,516.1,7.1,15.1,121.942446,260.0719424,20
298,0,77,906,5,926.4,865.7,761.6,648.2,516.1,7.09,15.1,124.0115025,259.8849748,20
300,0,77,906,5,926.2,865.7,761.6,647.5,517.2,7.05,15.1,126.8817204,259.1397849,20
302,0,77,906,5,926.1,871.9,761.6,647.5,517.2,6.98,15.1,128.3880171,257.8459344,20
304,0,77,906,5,926,871.9,762.7,647.5,517.2,7,15.1,128.5714286,258.2142857,20
306,0,77,906,5,926.1,871.9,762.7,646.8,515.2,7.05,15.1,127.9569892,260.2150538,20
308,0,77,906,5,926,867.2,762.7,646.8,515.2,7.09,15.1,127.2465852,260.9633357,20
310,0,77,906,5,925.8,867.2,760.7,646.8,515.2,7.07,15.2,121.6798277,260.5886576,20
312,0,77,906,5,926.2,867.2,760.7,646.9,515.2,7.12,15.2,117.795389,261.5273775,20
314,0,77,906,5,926.4,866.2,760.7,646.9,517.4,7.18,15.2,117.2214182,263.748191,20
316,0,77,906,5,926.1,866.2,761.7,646.9,517.4,7.37,15.2,115.5539252,266.3242847,20
318,0,77,906,5,926,866.2,761.7,647.1,517.4,7.58,15.2,114.0089419,270.4918033,20
320,0,77,906,5,925.9,869.3,761.7,647.1,515.7,7.53,15.2,110.2449889,269.4877506,20
322,0,77,906,5,925.8,869.3,765.2,647.1,515.7,7.41,15.2,105.9602649,267.1081678,20
324,0,77,906,5,925.9,869.3,765.2,648.5,515.7,7.33,15.2,103.1455743,266.6422824,20
326,0,77,906,5,926.3,867.3,765.2,648.5,517.4,7.31,15.2,101.8991965,266.2527392,21
328,0,77,906,5,926.5,867.3,762.7,648.5,517.4,7.32,15.2,100.877193,265.3508772,21
330,0,77,906,5,926.6,867.3,762.7,648,517.4,7.27,15.1,100.5098325,264.3845594,21
332,0,77,906,5,926.5,867.3,762.7,648,516.7,7.23,15.1,100.2178649,263.6165577,21
334,0,77,906,5,926.3,870.5,764.7,648,516.7,7.2,15.1,101.0869565,264.1304348,21
336,0,77,906,5,926.1,870.5,764.7,648.2,516.7,7.27,15,104.8798252,265.4770575,21
338,0,77,906,5,925.7,870.5,764.7,648.2,516.7,7.51,15,111.1934766,270.2001483,21
340,0,77,906,5,925.5,871.9,764.6,648.2,516.7,7.55,14.9,112.6394052,271.0037175,21
342,0,77,906,5,925.4,871.9,764.6,648.1,516.7,7.57,14.9,112.8071482,271.4072971,20
344,0,77,906,5,925.8,871.9,764.6,648.1,516.7,7.48,14.9,110.9467456,269.6005917,20
346,0,77,906,5,926,865.8,763.3,648.1,516.7,7.41,14.9,107.0640177,268.2119205,21
348,0,77,906,5,926.2,865.8,763.3,648.2,516.7,7.41,14.9,105.9602649,268.2119205,21
350,0,77,906,5,926.5,865.8,763.3,648.2,515.9,7.38,14.8,104.6255507,267.6211454,20
352,0,77,906,5,926.6,863.3,763.3,648.2,515.9,7.3,14.8,104.0145985,266.0583942,20
354,0,77,906,5,926.5,863.3,763.2,648,515.9,7.03,14.8,103.0780243,259.8425197,21
356,0,77,906,5,926.5,863.3,763.2,648,516.9,6.95,14.9,105.6939502,258.3629893,21
358,0,77,906,5,926.2,871.1,763.2,648,516.9,6.98,14.9,110.1997147,258.9158345,21
360,0,77,906,5,925.8,871.1,761.3,648.5,516.9,6.98,14.9,113.4094151,258.9158345,21
362,0,77,906,5,925.9,871.1,761.3,648.5,516.9,6.94,14.9,118.4210526,257.1123755,20
364,0,77,906,5,926.1,875.2,761.3,648.5,516.9,6.81,15,120.5073996,254.756871,20
366,0,77,906,5,926,875.2,761.5,648.5,516.9,6.71,15.1,121.763471,252.9741078,20
368,0,77,906,5,925.9,875.2,761.5,648.5,516.7,6.74,15.2,122.0196353,253.5063114,20
370,0,77,906,5,925.7,867.5,761.5,648.5,516.7,6.87,15.2,123.1422505,255.8386412,20
372,0,77,906,5,925.5,867.5,760.8,648.5,516.7,6.99,15.3,122.0556745,258.0299786,20
374,0,77,906,5,925.8,867.5,760.8,646.1,516.8,6.95,15.3,119.5729537,257.2953737,20
376,0,77,906,5,926.1,867.7,760.8,646.1,516.8,6.91,15.4,118.1689141,256.5649397,20
378,0,77,906,5,926.3,867.7,762.4,646.1,516.8,6.9,15.5,118.0851064,256.3829787,20
380,0,77,906,5,926.2,867.7,762.4,645.8,518.1,6.91,15.5,118.1689141,256.5649397,20
382,0,77,906,5,926.6,872.1,762.4,645.8,518.1,6.9,15.5,118.0851064,256.3829787,20
384,0,77,906,5,927,872.1,762.2,645.8,518.1,6.89,15.5,116.9383416,256.2012757,20
386,0,77,906,5,927,872.1,762.2,645.8,518,6.9,15.5,117.0212766,256.3829787,20
388,0,77,906,5,926.8,868,762.2,645.8,518,7,15.5,116.7857143,258.2142857,20
390,0,77,906,5,926.8,868,762.2,645.8,518,7.17,15.5,117.1366594,261.3882863,20
392,0,77,906,5,926.6,868,762.2,645.7,518,7.39,15.4,115.7237325,265.6135195,21
394,0,77,906,5,926.6,870.1,762.2,645.7,518.1,7.39,15.4,114.6216018,265.6135195,21
396,0,77,906,5,926.7,870.1,764,645.7,518.1,7.33,15.4,110.8266277,264.4476957,21
398,0,77,906,5,926.9,870.1,764,647.2,518.1,7.24,15.4,107.9215116,262.7180233,21
400,0,77,906,5,926.5,866.6,764,647.2,518.3,7.16,15.3,106.2138728,261.199422,21
402,0,77,906,5,926.2,866.6,762,647.2,518.3,7.09,15.3,105.6793674,259.8849748,21
404,0,77,906,5,926.1,866.6,762,647.3,518.3,6.99,15.2,104.9250535,258.0299786,21
406,0,77,906,5,926.5,876.3,762,647.3,518.6,6.94,15.2,104.5519203,257.1123755,21
408,0,77,906,5,926.9,876.3,763.5,647.3,518.6,6.91,15.2,106.4584812,256.5649397,21
410,0,77,906,5,926.8,876.3,763.5,647.3,518.6,7,15.2,108.2142857,258.2142857,21
412,0,77,906,5,926.7,876.3,763.5,647.3,517.8,7.05,15.2,109.6774194,259.1397849,21
414,0,77,906,5,926.8,869.2,763.6,647.3,517.8,7.05,15.2,109.6774194,259.1397849,21
416,0,77,906,5,926.8,869.2,763.6,649.5,517.8,6.96,15.2,108.974359,257.4786325,21
418,0,77,906,5,926.8,869.2,763.6,649.5,518,6.92,15.2,109.7301136,255.6818182,21
420,0,77,906,5,926.8,869.3,761.6,649.5,518,7.1,15.2,114.3884892,258.9928058,21
422,0,77,906,5,926.6,869.3,761.6,648.3,518,7.21,15.2,115.3009427,261.0587382,20
424,0,77,906,5,926.6,869.3,761.6,648.3,518,7.34,15.2,117.4963397,263.5431918,20
426,0,77,906,5,926.8,878.9,761.6,648.3,518,7.31,15.2,118.3345508,262.9656684,21
428,0,77,906,5,926.7,878.9,765.5,648.5,518,7.11,15.2,118.7904968,258.0993521,21
430,0,77,906,5,926.2,878.9,765.5,648.5,518,7.06,15.2,125.8967001,257.1736011,20
432,0,77,906,5,925.8,867.6,765.5,648.5,518,7.06,15.2,130.2008608,257.1736011,20
434,0,77,906,5,925.4,867.6,760.5,648.6,518,7.07,15.2,138.9088299,257.3582197,20
436,0,77,906,5,925.4,867.6,760.5,648.6,517,6.98,15.2,145.5064194,255.7061341,20
438,0,77,906,5,925.3,873.8,760.5,648.6,517,6.95,15.2,145.1957295,255.1601423,20
440,0,77,906,5,925.6,873.8,765.6,649.8,517,7.02,15.2,143.776824,256.4377682,20
442,0,77,906,5,925.7,873.8,765.6,649.8,516.2,7.07,15.2,143.2160804,257.3582197,20
444,0,77,906,5,925.6,868.8,765.6,649.8,516.2,7.13,15.2,139.5097332,258.4715213,20
446,0,77,906,5,925.6,868.8,763.1,650,516.2,7.05,15.1,134.4086022,256.9892473,21
448,0,77,906,5,925.6,868.8,763.1,650,516.3,6.98,15.1,132.6676177,255.7061341,21
450,0,77,906,5,925.6,878,763.1,650,516.3,6.98,15.1,132.6676177,255.7061341,21
452,0,77,906,5,925.5,878,763,649.1,516.3,7.05,15.2,134.4086022,256.9892473,21
454,0,77,906,5,925.2,878,763,649.1,515.1,7.14,15.2,136.3636364,258.6580087,21
456,0,77,906,5,925.5,873.9,763,649.1,515.1,7.17,15.2,136.659436,260.3036876,21
458,0,77,906,5,925.5,873.9,763.6,649.1,515.1,7.13,15.2,134.1023792,259.5529921,21
460,0,77,906,5,925.4,873.9,763.6,650.7,515.2,7.11,15.2,129.5896328,259.1792657,21
462,0,77,906,5,925.3,863.2,763.6,650.7,515.2,7.28,15.2,124.6355685,263.483965,21
464,0,77,906,5,924.9,863.2,761.6,650.7,515.2,7.39,15.1,121.2343865,265.6135195,21
466,0,77,906,5,924.6,863.2,761.6,651.2,517.3,7.34,15,115.3001464,263.5431918,21
468,0,77,906,5,924.7,868.8,761.6,651.2,517.3,7.16,15.1,111.632948,259.0317919,21
470,0,77,906,5,925.2,868.8,764.7,651.2,517.3,7.08,15.1,110.9913793,257.5431034,21
472,0,77,906,5,925.2,868.8,764.7,651.3,517.3,7.06,15.1,116.2123386,257.1736011,21
474,0,77,906,5,925,865.7,764.7,651.3,517.3,7.18,15.1,123.7337192,258.3212735,21
476,0,77,906,5,924.7,865.7,761.2,651.3,517.3,7.18,15.1,129.1606368,258.3212735,20
478,0,77,906,5,924.3,865.7,761.2,650.3,517.3,7.12,15.1,130.7636888,257.204611,20
480,0,77,906,5,924.6,872.9,761.2,650.3,518.1,6.95,15.2,131.316726,253.024911,20
482,0,77,906,5,924.6,872.9,765.8,650.3,518.1,6.85,15.2,133.5689046,251.2367491,20
484,0,77,906,5,924.6,872.9,765.8,650.2,518.1,6.96,15.2,138.8888889,253.2051282,20
486,0,77,906,5,925.1,864.7,765.8,650.2,518.2,7.11,15.2,145.7883369,255.9395248,20
488,0,77,906,5,925.2,864.7,762.7,650.2,518.2,7.17,15.2,149.6746204,257.0498915,20
490,0,77,906,5,925.5,864.7,762.7,649.7,518.2,7.1,15.3,147.8417266,255.7553957,20
492,0,77,906,5,925.3,868.3,762.7,649.7,518.4,7.12,15.3,142.6512968,256.1239193,20
494,0,77,906,5,925.4,868.3,761.8,649.7,518.4,7.23,15.3,137.254902,259.2592593,21
496,0,77,906,5,925.4,868.3,761.8,648.2,518.4,7.28,15.2,134.4752187,260.2040816,21
498,0,77,906,5,925.6,868.3,761.8,648.2,519.1,7.34,15.2,125.1830161,261.3469985,21
500,0,77,906,5,925.8,868.6,760.2,648.2,519.1,7.36,15.2,118.7683284,261.7302053,21
502,0,77,906,5,925.8,868.6,760.2,648.3,519.1,7.49,15.2,116.5803109,264.2487047,21
504,0,77,906,5,925.5,868.6,760.2,648.3,518.6,7.74,15.1,114.2533937,269.2307692,21
506,0,77,906,5,925,869.5,759.3,648.3,518.6,7.87,15.1,114.2421935,271.8964204,21
508,0,77,906,5,924.4,869.5,759.3,648.9,518.6,8.02,15,112.0955316,275.0385208,21
510,0,77,906,5,924.7,869.5,759.3,648.9,518.6,7.93,14.9,106.7329763,273.144606,21
512,0,77,906,5,925,866.3,760.3,648.9,518.6,7.86,14.8,105.0228311,272.8310502,21
514,0,77,906,5,925.2,866.3,760.3,647.4,518.6,7.79,14.8,103.33081,270.2498107,21
516,0,77,906,5,924.7,866.3,760.3,647.4,517.7,7.82,14.7,104.7040971,270.8649469,21
518,0,77,906,5,924.2,861.3,758.8,647.4,517.7,7.78,14.6,105.5219365,270.0453858,21
520,0,77,906,5,923.7,861.3,758.8,649.1,517.7,7.59,14.5,104.0268456,266.2192394,21
522,0,77,906,5,923.3,861.3,758.8,649.1,519.1,7.48,14.5,104.2899408,264.0532544,21
524,0,77,906,5,923.3,867.4,758.8,649.1,519.1,7.36,14.5,105.5718475,261.7302053,21
526,0,77,906,5,923.6,867.4,761.3,649,519.1,7.49,14.5,114.3597335,264.2487047,21
528,0,77,906,5,923.9,867.4,761.3,649,517.2,7.63,14.5,120.0448766,265.8937921,21
530,0,77,906,5,924.2,860.7,761.3,649,517.2,7.66,14.6,122.5637181,267.6161919,21
532,0,77,906,5,924,860.7,759.9,649.1,517.2,7.6,14.6,123.1343284,266.4179104,21
534,0,77,906,5,923.8,860.7,759.9,649.1,516.2,7.58,14.6,121.8330849,266.0208644,21
536,0,77,906,5,923.6,864.9,759.9,649.1,516.2,7.62,14.6,118.8340807,267.9372197,21
538,0,77,906,5,923.5,864.9,761.9,649.3,516.2,7.68,14.6,115.990991,269.1441441,21
540,0,77,906,5,923.6,864.9,761.9,649.3,516.3,7.68,14.6,114.8648649,269.1441441,21
542,0,77,906,5,923.8,868,761.9,649.3,516.3,7.61,14.7,110.9036594,267.7371173,21
544,0,77,906,5,923.7,868,764.4,649.7,516.3,7.51,14.7,107.8576723,265.7524092,21
546,0,77,906,5,923.2,868,764.4,649.7,518.4,7.5,14.7,110,265.5555556,21
548,0,77,906,5,923.2,867.8,764.4,649.7,518.4,7.51,14.7,113.4173462,265.7524092,21
